25-08-17 01:10:06:243 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [net.engineeringdigest.journalApp.JournalAppApplicationTests], using SpringBootContextLoader
25-08-17 01:10:09:876 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.6.1"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Azul Systems, Inc./21.0.8+9-LTS"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='jayeshpatil1098', source='admin', password=<hidden>, mechanismProperties=<hidden>}, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.Jep395RecordCodecProvider@51fc862e]}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=journalcluster.dppopie.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-69eacf-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='30000 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, sendBufferSize=0}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, sendBufferSize=0}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, contextProvider=null}
25-08-17 01:10:10:130 [cluster-ClusterId{value='68a0de99b7bb2b59e3cdc4bd', description='null'}-srv-journalcluster.dppopie.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017 to client view of cluster
25-08-17 01:10:10:174 [cluster-ClusterId{value='68a0de99b7bb2b59e3cdc4bd', description='null'}-srv-journalcluster.dppopie.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-0rtaqwp-shard-00-00.dppopie.mongodb.net:27017 to client view of cluster
25-08-17 01:10:10:176 [cluster-ClusterId{value='68a0de99b7bb2b59e3cdc4bd', description='null'}-srv-journalcluster.dppopie.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-0rtaqwp-shard-00-01.dppopie.mongodb.net:27017 to client view of cluster
25-08-17 01:10:10:674 [main] INFO  org.mongodb.driver.cluster - No server chosen by com.mongodb.client.internal.MongoClientDelegate$1@73893ec1 from cluster description ClusterDescription{type=REPLICA_SET, connectionMode=MULTIPLE, serverDescriptions=[ServerDescription{address=ac-0rtaqwp-shard-00-01.dppopie.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-0rtaqwp-shard-00-00.dppopie.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}]}. Waiting for 30000 ms before timing out
25-08-17 01:10:11:611 [cluster-rtt-ClusterId{value='68a0de99b7bb2b59e3cdc4bd', description='null'}-ac-0rtaqwp-shard-00-00.dppopie.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:6, serverValue:90497}] to ac-0rtaqwp-shard-00-00.dppopie.mongodb.net:27017
25-08-17 01:10:11:611 [cluster-rtt-ClusterId{value='68a0de99b7bb2b59e3cdc4bd', description='null'}-ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:95688}] to ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017
25-08-17 01:10:11:611 [cluster-ClusterId{value='68a0de99b7bb2b59e3cdc4bd', description='null'}-ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:95688}] to ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017
25-08-17 01:10:11:611 [cluster-ClusterId{value='68a0de99b7bb2b59e3cdc4bd', description='null'}-ac-0rtaqwp-shard-00-00.dppopie.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:90497}] to ac-0rtaqwp-shard-00-00.dppopie.mongodb.net:27017
25-08-17 01:10:11:611 [cluster-ClusterId{value='68a0de99b7bb2b59e3cdc4bd', description='null'}-ac-0rtaqwp-shard-00-01.dppopie.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:5, serverValue:85241}] to ac-0rtaqwp-shard-00-01.dppopie.mongodb.net:27017
25-08-17 01:10:11:611 [cluster-rtt-ClusterId{value='68a0de99b7bb2b59e3cdc4bd', description='null'}-ac-0rtaqwp-shard-00-01.dppopie.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:4, serverValue:85241}] to ac-0rtaqwp-shard-00-01.dppopie.mongodb.net:27017
25-08-17 01:10:11:613 [cluster-ClusterId{value='68a0de99b7bb2b59e3cdc4bd', description='null'}-ac-0rtaqwp-shard-00-00.dppopie.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-0rtaqwp-shard-00-00.dppopie.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=666721500, setName='atlas-69eacf-shard-0', canonicalAddress=ac-0rtaqwp-shard-00-00.dppopie.mongodb.net:27017, hosts=[ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017, ac-0rtaqwp-shard-00-01.dppopie.mongodb.net:27017, ac-0rtaqwp-shard-00-00.dppopie.mongodb.net:27017], passives=[], arbiters=[], primary='ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=22, topologyVersion=TopologyVersion{processId=689ba075d0fd5e5ce9bf4751, counter=4}, lastWriteDate=Sun Aug 17 01:10:04 IST 2025, lastUpdateTimeNanos=48537353463800}
25-08-17 01:10:11:613 [cluster-ClusterId{value='68a0de99b7bb2b59e3cdc4bd', description='null'}-ac-0rtaqwp-shard-00-01.dppopie.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-0rtaqwp-shard-00-01.dppopie.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=666680100, setName='atlas-69eacf-shard-0', canonicalAddress=ac-0rtaqwp-shard-00-01.dppopie.mongodb.net:27017, hosts=[ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017, ac-0rtaqwp-shard-00-01.dppopie.mongodb.net:27017, ac-0rtaqwp-shard-00-00.dppopie.mongodb.net:27017], passives=[], arbiters=[], primary='ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=22, topologyVersion=TopologyVersion{processId=689ba662bfda6e83a70ef378, counter=3}, lastWriteDate=Sun Aug 17 01:10:04 IST 2025, lastUpdateTimeNanos=48537353462600}
25-08-17 01:10:11:613 [cluster-ClusterId{value='68a0de99b7bb2b59e3cdc4bd', description='null'}-ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=666691700, setName='atlas-69eacf-shard-0', canonicalAddress=ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017, hosts=[ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017, ac-0rtaqwp-shard-00-01.dppopie.mongodb.net:27017, ac-0rtaqwp-shard-00-00.dppopie.mongodb.net:27017], passives=[], arbiters=[], primary='ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff0000000000000049, setVersion=22, topologyVersion=TopologyVersion{processId=689ba35f03539374cc43e5a8, counter=6}, lastWriteDate=Sun Aug 17 01:10:04 IST 2025, lastUpdateTimeNanos=48537353462500}
25-08-17 01:10:11:621 [cluster-ClusterId{value='68a0de99b7bb2b59e3cdc4bd', description='null'}-ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max election id to 7fffffff0000000000000049 from replica set primary ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017
25-08-17 01:10:11:621 [cluster-ClusterId{value='68a0de99b7bb2b59e3cdc4bd', description='null'}-ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max set version to 22 from replica set primary ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017
25-08-17 01:10:11:621 [cluster-ClusterId{value='68a0de99b7bb2b59e3cdc4bd', description='null'}-ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017
25-08-17 01:10:12:273 [main] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:7, serverValue:95689}] to ac-0rtaqwp-shard-00-02.dppopie.mongodb.net:27017
25-08-17 01:10:13:440 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@561d88ee, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2c34402, org.springframework.security.web.context.SecurityContextPersistenceFilter@52d96367, org.springframework.security.web.header.HeaderWriterFilter@7cb29ea8, org.springframework.security.web.authentication.logout.LogoutFilter@9729a97, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@12365bd8, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6c5747db, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@64c8fcfb, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5f883d90, org.springframework.security.web.session.SessionManagementFilter@2ba9f986, org.springframework.security.web.access.ExceptionTranslationFilter@63db743d, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@b3fc6d8]
25-08-17 01:10:14:470 [main] INFO  n.e.j.JournalAppApplicationTests - Started JournalAppApplicationTests in 7.681 seconds (JVM running for 9.495)
25-08-17 01:10:14:926 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [net.engineeringdigest.journalApp.Repository.UserRepositoryImplTest], using SpringBootContextLoader
25-08-17 01:10:14:927 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [net.engineeringdigest.journalApp.Repository.UserRepositoryImplTest]: no resource found for suffixes {-context.xml, Context.groovy}.
25-08-17 01:10:14:927 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [net.engineeringdigest.journalApp.Repository.UserRepositoryImplTest]: UserRepositoryImplTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
25-08-17 01:10:14:954 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration net.engineeringdigest.journalApp.JournalAppApplication for test class net.engineeringdigest.journalApp.Repository.UserRepositoryImplTest
25-08-17 01:10:14:957 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
25-08-17 01:10:14:958 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@26612078, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@54bc3bcf, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@d3d5094, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@13714753, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@3c3cd7a5, org.springframework.test.context.support.DirtiesContextTestExecutionListener@96be1ae, org.springframework.test.context.transaction.TransactionalTestExecutionListener@6eb5b9e7, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@77e730bd, org.springframework.test.context.event.EventPublishingTestExecutionListener@2d3c501b, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@7b8cb283, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@38b54694, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@7619fbe7, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@39ead1b7, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@27ec74a3, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@35ff072c]
